2.400000000000000000e+02,1.909000000000000000e+03
8.800000000000000000e+02,1.902000000000000000e+03
1.680000000000000000e+02,1.894000000000000000e+03
1.552000000000000000e+03,1.885000000000000000e+03
1.169000000000000000e+03,1.885000000000000000e+03
1.599000000000000000e+03,1.882000000000000000e+03
7.750000000000000000e+02,1.882000000000000000e+03
3.850000000000000000e+02,1.880000000000000000e+03
6.240000000000000000e+02,1.878000000000000000e+03
1.965000000000000000e+03,1.875000000000000000e+03
1.858000000000000000e+03,1.873000000000000000e+03
5.140000000000000000e+02,1.870000000000000000e+03
2.063000000000000000e+03,1.868000000000000000e+03
3.320000000000000000e+02,1.866000000000000000e+03
2.413000000000000000e+03,1.865000000000000000e+03
1.499000000000000000e+03,1.865000000000000000e+03
1.024000000000000000e+03,1.864000000000000000e+03
8.230000000000000000e+02,1.864000000000000000e+03
2.504000000000000000e+03,1.863000000000000000e+03
1.677000000000000000e+03,1.862000000000000000e+03
1.374000000000000000e+03,1.860000000000000000e+03
2.551000000000000000e+03,1.855000000000000000e+03
1.438000000000000000e+03,1.853000000000000000e+03
2.090000000000000000e+02,1.853000000000000000e+03
1.068000000000000000e+03,1.850000000000000000e+03
2.002000000000000000e+03,1.849000000000000000e+03
1.334000000000000000e+03,1.848000000000000000e+03
1.254000000000000000e+03,1.845000000000000000e+03
8.700000000000000000e+02,1.845000000000000000e+03
2.461000000000000000e+03,1.843000000000000000e+03
6.610000000000000000e+02,1.843000000000000000e+03
9.780000000000000000e+02,1.842000000000000000e+03
1.196000000000000000e+03,1.840000000000000000e+03
1.800000000000000000e+03,1.839000000000000000e+03
2.189000000000000000e+03,1.838000000000000000e+03
2.338000000000000000e+03,1.837000000000000000e+03
1.936000000000000000e+03,1.837000000000000000e+03
5.690000000000000000e+02,1.837000000000000000e+03
1.129000000000000000e+03,1.834000000000000000e+03
1.301000000000000000e+03,1.832000000000000000e+03
1.390000000000000000e+02,1.827000000000000000e+03
7.750000000000000000e+02,1.823000000000000000e+03
7.200000000000000000e+02,1.823000000000000000e+03
1.964000000000000000e+03,1.820000000000000000e+03
1.650000000000000000e+03,1.812000000000000000e+03
1.551000000000000000e+03,1.810000000000000000e+03
1.724000000000000000e+03,1.809000000000000000e+03
1.593000000000000000e+03,1.807000000000000000e+03
1.399000000000000000e+03,1.813000000000000000e+03
1.976000000000000000e+03,1.804000000000000000e+03
1.859000000000000000e+03,1.804000000000000000e+03
8.410000000000000000e+02,1.804000000000000000e+03
8.080000000000000000e+02,1.804000000000000000e+03
2.502000000000000000e+03,1.805000000000000000e+03
3.820000000000000000e+02,1.802000000000000000e+03
1.092000000000000000e+03,1.799000000000000000e+03
6.640000000000000000e+02,1.794000000000000000e+03
1.164000000000000000e+03,1.792000000000000000e+03
5.040000000000000000e+02,1.791000000000000000e+03
1.491000000000000000e+03,1.789000000000000000e+03
3.290000000000000000e+02,1.787000000000000000e+03
1.020000000000000000e+03,1.786000000000000000e+03
1.376000000000000000e+03,1.785000000000000000e+03
2.060000000000000000e+03,1.783000000000000000e+03
6.190000000000000000e+02,1.783000000000000000e+03
2.413000000000000000e+03,1.782000000000000000e+03
9.720000000000000000e+02,1.779000000000000000e+03
1.930000000000000000e+02,1.778000000000000000e+03
2.509000000000000000e+03,1.780000000000000000e+03
8.700000000000000000e+02,1.777000000000000000e+03
1.613000000000000000e+03,1.774000000000000000e+03
2.340000000000000000e+03,1.773000000000000000e+03
2.001000000000000000e+03,1.773000000000000000e+03
1.794000000000000000e+03,1.770000000000000000e+03
2.650000000000000000e+02,1.770000000000000000e+03
1.946000000000000000e+03,1.769000000000000000e+03
1.391000000000000000e+03,1.769000000000000000e+03
9.180000000000000000e+02,1.769000000000000000e+03
1.415000000000000000e+03,1.768000000000000000e+03
1.325000000000000000e+03,1.766000000000000000e+03
2.519000000000000000e+03,1.764000000000000000e+03
2.267000000000000000e+03,1.764000000000000000e+03
1.195000000000000000e+03,1.761000000000000000e+03
7.670000000000000000e+02,1.760000000000000000e+03
2.195000000000000000e+03,1.759000000000000000e+03
2.125000000000000000e+03,1.759000000000000000e+03
1.629000000000000000e+03,1.758000000000000000e+03
1.611000000000000000e+03,1.758000000000000000e+03
1.300000000000000000e+02,1.758000000000000000e+03
1.760000000000000000e+03,1.749000000000000000e+03
1.124000000000000000e+03,1.749000000000000000e+03
1.550000000000000000e+03,1.746000000000000000e+03
4.380000000000000000e+02,1.746000000000000000e+03
6.620000000000000000e+02,1.743000000000000000e+03
2.482000000000000000e+03,1.742000000000000000e+03
1.898000000000000000e+03,1.742000000000000000e+03
1.063000000000000000e+03,1.735000000000000000e+03
5.010000000000000000e+02,1.730000000000000000e+03
3.780000000000000000e+02,1.729000000000000000e+03
2.545000000000000000e+03,1.728000000000000000e+03
8.190000000000000000e+02,1.727000000000000000e+03
1.970000000000000000e+03,1.725000000000000000e+03
1.297000000000000000e+03,1.722000000000000000e+03
8.690000000000000000e+02,1.722000000000000000e+03
1.846000000000000000e+03,1.721000000000000000e+03
9.670000000000000000e+02,1.720000000000000000e+03
1.720000000000000000e+03,1.718000000000000000e+03
3.230000000000000000e+02,1.718000000000000000e+03
1.598000000000000000e+03,1.716000000000000000e+03
1.372000000000000000e+03,1.715000000000000000e+03
1.496000000000000000e+03,1.714000000000000000e+03
2.333000000000000000e+03,1.709000000000000000e+03
1.950000000000000000e+02,1.707000000000000000e+03
1.182000000000000000e+03,1.705000000000000000e+03
1.941000000000000000e+03,1.701000000000000000e+03
7.710000000000000000e+02,1.701000000000000000e+03
7.170000000000000000e+02,1.701000000000000000e+03
1.785000000000000000e+03,1.700000000000000000e+03
8.360000000000000000e+02,1.698000000000000000e+03
2.416000000000000000e+03,1.697000000000000000e+03
2.066000000000000000e+03,1.695000000000000000e+03
